rural_or_urban,State Name,District Name,Block/Tehsil Name,Village Name,town_municipalty_name,ward_name,si_no_of_water_body_within_village_town,unique_id,water_body_name,basin_name,sub_basin_name,ref_water_body_type_id_name,nature_of_storage,khasra_number,latitude_dec,longitude_dec,water_body_loc_name,water_body_ownership_name,ref_water_body_in_use_id_name,ref_reason_water_body_in_use_id1_name,cca_water_body,ipc_water_body,scheme_status_reason_name,water_body_nature_name,manmade_water_body_type_name,construcion_year,construction_cost,renovation_year,renovation_cost,ref_water_body_under_repair_renovation_restoration_id_name,scheme_under_revival_is_done,scheme_inclusion_year,targeted_completion_year,estimated_cost,target_potential_revival,irrigation_potential_revived,water_spread_area_of_water_body,max_depth_water_body_fully_filled,storage_capacity_water_body_original,storage_capacity_water_body_present,filled_up_storage_name,filled_up_storage_space_name,no_town_cities_benefited,no_villages_benefited,no_people_benefited_by_water_body,ref_selection_id_wua_exists_name,extent_of_area_covered_by_wua,number_of_wua_formed,ref_selection_id_dip_sip_exists_name,ref_selection_id_water_body_encroached_name,ref_selection_id_encroachment_assessed_name,area_encroached_percentage,reason_water_body_in_use_name2,reason_water_body_in_use_name3
Rural,DELHI,WEST,PUNJABI BAGH,TIKRI KALAN,NA,NA,2,1/33/007/000020/000287/002,Back Side of PRIMARY SCHOOL,NA,NA,Ponds,NA,484,28.679167,76.966111,DPAP,Other Govt.Agency,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.2,3,6000,3000,Upto 1/2,Usually filled up,NA,1,800,No,NA,NA,No,No,NA,NA,Religious,Other
Rural,DELHI,WEST,PUNJABI BAGH,TIKRI KALAN,NA,NA,3,1/33/007/000020/000287/003,CNG Pump ,NA,NA,Ponds,NA,487,28.674722,76.961389,DPAP,Other Govt.Agency,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,3,2700,2,Upto 1/2,Rarely filled up,NA,1,500,No,NA,NA,No,No,NA,NA,Religious,Other
Rural,DELHI,NORTH WEST,KANJHAWLA,BUDHAN PUR MAJRA,NA,NA,3,1/33/003/000007/000092/003,NA,Ganga Basin,Yamuna Upper,Ponds,NA,"36/2,3,7,8",28.754444,77.003611,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,14447,11558,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,TIKRI KALAN,NA,NA,10,1/33/007/000020/000287/010,Shani Mandir ,NA,NA,Ponds,NA,480,28.686667,76.975278,DPAP,Other Govt.Agency,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.08,3,2400,600,Upto 1/4,Rarely filled up,NA,1,500,No,NA,NA,No,No,NA,NA,Religious,Other
Rural,DELHI,NORTH WEST,KANJHAWLA,SALAHPUR MAJRA,NA,NA,3,1/33/003/000007/000106/003,NA,Ganga Basin,Yamuna Upper,Ponds,NA,"24/23, 33/2, 33/3, 33/4/2, 33/7/1, 33/8,",28.768333,76.995278,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,13971,11177,Nil/Negligible filled up,Usually filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,ALIPUR,SINGHOLA,NA,NA,2,1/33/001/000001/000025/002,Village Singhola Near Stone Market,Ganga Basin,Yamuna Middle,Ponds,NA,28/26,28.839722,77.119444,Others,Panchayat,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2005,340000,No,NA,NA,NA,NA,NA,NA,1.02,NA,5000,2500,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,ALIPUR,SINGHOLA,NA,NA,1,1/33/001/000001/000025/001,Village Singhola,Ganga Basin,Yamuna Middle,Ponds,NA,Dec-26,28.843611,77.121389,Others,Other Govt.Agency,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,2000,1200000,No,NA,NA,NA,NA,NA,NA,0.573,NA,25000,19000,Nil/Negligible filled up,Never filled up,1,1,20000,No,NA,NA,No,No,NA,NA,Other,Recreation
Rural,DELHI,NORTH,ALIPUR,ALI PUR,NA,NA,1,1/33/001/000001/000002/001,Ram Sarovar Pond,Ganga Basin,Yamuna Lower,Ponds,NA,64/27,28.798611,77.135833,Others,Other Govt.Agency,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2013,250000,No,NA,NA,NA,NA,NA,NA,0.219,3,80000,75000,Nil/Negligible filled up,Never filled up,NA,NA,NA,No,1,1,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,DARIYA PURKALAN,NA,NA,5,1/33/001/000003/000046/005,Village Dariya Purkalan Ambedkar Stadium,Ganga Basin,Yamuna Lower,Ponds,NA,69/31(2-3),28.812222,77.007778,Others,Panchayat,No,NA,NA,NA,Construction,Natural,NA,NA,NA,2011,98000,No,NA,NA,NA,NA,NA,NA,0.103,1,1500,1000,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,NANGLOI SAYED,NA,NA,1,1/33/007/000020/000289/001,Near GH SIX PASCHIM VIHAR,NA,NA,Ponds,NA,1/291,28.660000,77.085833,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.902,0,50,2,Nil/Negligible filled up,Never filled up,NA,NA,NA,No,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,BAKAR WALA,NA,NA,1,1/33/007/000020/000280/001,Near Ramdev Mandir Water Pound,NA,NA,Ponds,NA,82,28.667500,77.017778,Others,Other Govt.Agency,No,NA,NA,NA,Siltation,Natural,NA,NA,NA,2002,700000,No,NA,NA,NA,NA,NA,NA,0.354,5,15000,5000,Upto 1/2,Usually filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,50,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,BAPROLA,NA,NA,1,1/33/007/000020/000281/001,near bhagat singh park pond ,NA,NA,Ponds,NA,"22/5,32/1",28.642778,77.015278,Others,Other Govt.Agency,No,NA,NA,NA,Salinity,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.74,2,9000,4500,Upto 3/4,Usually filled up,NA,NA,NA,No,NA,NA,No,Yes,Yes,45,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,SHAFIPUR RANHOLA,NA,NA,1,1/33/007/000020/000286/001,near jhimar chaupal,NA,NA,Ponds,NA,67,28.655556,77.039444,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.927,0,25,2,Nil/Negligible filled up,Never filled up,NA,NA,NA,No,NA,NA,No,Yes,Yes,50,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,HIRAN KUDNA,NA,NA,2,1/33/007/000020/000282/002,Shani Mandir ,NA,NA,Ponds,NA,415,28.674167,76.999722,DPAP,Other Govt.Agency,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.39,3,7500,3750,Upto 1/2,Usually filled up,NA,1,1000,No,NA,NA,No,No,NA,NA,Religious,Other
Rural,DELHI,NORTH,NARELA,BAJIT PUR THAKRAN,NA,NA,4,1/33/001/000003/000042/004,NA,Ganga Basin,Yamuna Upper,Ponds,NA,76/8,28.783611,77.001667,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,3968,3174,Nil/Negligible filled up,Usually filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,TIKRI KALAN,NA,NA,6,1/33/007/000020/000287/006,Power House ,NA,NA,Ponds,NA,488,28.679444,76.983889,DPAP,Other Govt.Agency,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.08,2,1600,800,Upto 1/2,Usually filled up,NA,1,300,No,NA,NA,No,No,NA,NA,Religious,Other
Rural,DELHI,NORTH WEST,KANJHAWLA,BUDHAN PUR MAJRA,NA,NA,5,1/33/003/000007/000092/005,Samadhi Sadh Maharaj,Ganga Basin,Yamuna Upper,Ponds,NA,18/49,28.768056,77.001389,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,66960,66960,Upto 1/4,Usually filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,PEHLAD PUR BANGAR,NA,NA,1,1/33/001/000003/000068/001,Village Prehladpur Banger Water Body,NA,NA,Ponds,NA,38/26,28.753056,77.078889,Others,Panchayat,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,10,1,Nil/Negligible filled up,Filled up every year,1,1,105000,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,BARWALA,NA,NA,4,1/33/001/000003/000067/004,Village Barwala Water Body,NA,NA,Others,Encroached Road,27-10-2001,28.758056,77.065000,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,KANJHAWLA,KARALA,NA,NA,2,1/33/003/000007/000099/002,NA,Ganga Basin,Yamuna Upper,Ponds,NA,267/1,28.734167,77.027778,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,36372,29097,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,KANJHAWLA,KARALA,NA,NA,1,1/33/003/000007/000099/001,NA,Ganga Basin,Yamuna Upper,Ponds,NA,55/27,28.736944,77.046667,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,4557,3645,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,ROHINI,RASSOL PUR,NA,NA,2,1/33/003/000008/000110/002,Near Kali Mata Mandir,Ganga Basin,Yamuna Upper,Ponds,NA,29,28.706944,77.020278,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,6020,4816,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,DARIYA PURKALAN,NA,NA,3,1/33/001/000003/000046/003,Village Dariya Purkalan Molodo ki Johadi,Ganga Basin,Yamuna Middle,Ponds,NA,65/1&2(9-12),28.817500,77.008889,Others,Panchayat,No,NA,NA,NA,Construction,Natural,NA,NA,NA,2016,150000,No,NA,NA,NA,NA,NA,NA,0,1,5000,2500,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,HIRAN KUDNA,NA,NA,5,1/33/007/000020/000282/005,Madan Pur Drain ,NA,NA,Ponds,NA,184,28.670833,76.991389,DPAP,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.28,2,2800,1400,Upto 1/2,Usually filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,HIRAN KUDNA,NA,NA,4,1/33/007/000020/000282/004,Cremation Ground ,NA,NA,Ponds,NA,534 & 535,28.670833,77.005000,DPAP,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,10,1,Nil/Negligible filled up,Never filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,BAKAR WALA,NA,NA,4,1/33/007/000020/000280/004,near vyayamshala pond,NA,NA,Ponds,NA,91/2,28.667778,77.013611,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,1.61,3,30000,12000,Upto 3/4,Filled up every year,NA,NA,NA,No,NA,NA,No,Yes,Yes,20,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,BAKAR WALA,NA,NA,6,1/33/007/000020/000280/006,near bakkarwala unauthorized colony pond,NA,NA,Ponds,NA,92/2,28.662222,77.017500,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.51,4,18000,6000,Upto 1/2,Usually filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,SHAFIPUR RANHOLA,NA,NA,2,1/33/007/000020/000286/002,near barat ghar,NA,NA,Ponds,NA,76,28.658889,77.038056,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.307,0,15,2,Nil/Negligible filled up,Never filled up,NA,NA,NA,No,NA,NA,No,Yes,Yes,50,NA,NA
Rural,DELHI,NORTH,NARELA,BAJIT PUR THAKRAN,NA,NA,3,1/33/001/000003/000042/003,NA,Ganga Basin,Yamuna Upper,Ponds,NA,"8/17,18",28.808056,76.999444,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,14124,11299,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,TIKRI KALAN,NA,NA,1,1/33/007/000020/000287/001,Jai Mata Mandir,NA,NA,Ponds,NA,482,28.684167,76.968611,DPAP,Other Govt.Agency,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,1,4,4000,3000,Upto 3/4,Usually filled up,NA,1,1500,No,NA,NA,No,No,NA,NA,Religious,Other
Rural,DELHI,NORTH WEST,KANJHAWLA,CHAND PUR MAJRA,NA,NA,1,1/33/003/000007/000093/001,NA,Ganga Basin,Yamuna Upper,Ponds,NA,33/6,28.753889,77.006667,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,8111,6488,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,KANJHAWLA,BUDHAN PUR MAJRA,NA,NA,2,1/33/003/000007/000092/002,NA,Ganga Basin,Yamuna Upper,Ponds,NA,34/5,28.756111,76.997222,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,21791,17433,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,KANJHAWLA,BUDHAN PUR MAJRA,NA,NA,4,1/33/003/000007/000092/004,NA,Ganga Basin,Yamuna Upper,Ponds,NA,"36/10/1, 36/10/2, 13/2",28.754444,77.003611,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,2048,1638,Upto 1/4,Usually filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,TIKRI KALAN,NA,NA,7,1/33/007/000020/000287/007,Hanuman Mandir,NA,NA,Ponds,NA,481,28.682500,76.973611,DPAP,Other Govt.Agency,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.1,1,1000,500,Upto 1/2,Usually filled up,NA,1,400,No,NA,NA,No,No,NA,NA,Religious,Other
Rural,DELHI,NORTH WEST,KANJHAWLA,GARHI RINDHALA,NA,NA,2,1/33/003/000007/000095/002,NA,Ganga Basin,Yamuna Upper,Ponds,NA,165,28.729722,76.967500,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,8935,7148,Nil/Negligible filled up,Usually filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,SULTANPUR DABAS,NA,NA,2,1/33/001/000003/000063/002,NA,Ganga Basin,Yamuna Upper,Ponds,NA,72//26/2,28.763333,77.038889,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,2786,2229,Nil/Negligible filled up,Usually filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,ROHINI,KIRARI SULEMAN NAGAR,NA,NA,1,1/33/003/000008/000113/001,NA,Ganga Basin,Yamuna Upper,Ponds,NA,569,28.702778,77.063056,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,654,523,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,HIRAN KUDNA,NA,NA,6,1/33/007/000020/000282/006,Madan Pur Drain ,NA,NA,Ponds,NA,182,28.681389,76.998056,DPAP,Other Govt.Agency,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.11,2,2200,1100,Upto 1/2,Usually filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,PEERA GARHI,NA,NA,1,1/33/007/000020/000292/001,NEAR OLS SHIV MANDIR,NA,NA,Others,Park,434,28.677778,77.085000,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.952,0,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,BAKAR WALA,NA,NA,3,1/33/007/000020/000280/003,Near  barat ghar Water Pound,NA,NA,Ponds,NA,83,28.667222,77.017222,Others,Other Govt.Agency,No,NA,NA,NA,Siltation,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.77,3,29000,15000,Upto 3/4,Usually filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,NEELWAL,NA,NA,1,1/33/007/000020/000284/001,NEAR PRIMARY SCHOOL ,NA,NA,Ponds,NA,55,28.667500,76.976389,DPAP,Other Govt.Agency,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,20,1,Upto 1/4,Filled up every year,NA,1,500,No,NA,NA,No,No,NA,NA,Religious,Other
Rural,DELHI,NORTH,NARELA,TIKRI KHURD,NA,NA,1,1/33/001/000003/000064/001,TIKRI KHURD VILLAGE,Ganga Basin,Yamuna Middle,Lakes,NA,39/1,28.834444,77.123333,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,2010,350000,No,NA,NA,NA,NA,NA,NA,0,2,35000,30000,Full,Usually filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,DARIYA PURKALAN,NA,NA,2,1/33/001/000003/000046/002,Village Dariya Purkalan Kuye waali johadi,Ganga Basin,Yamuna Middle,Ponds,NA,71/29(36-09),28.813611,77.011944,Others,Panchayat,No,NA,NA,NA,Construction,Natural,NA,NA,NA,2013,250000,No,NA,NA,NA,NA,NA,NA,0.905,2,35000,32000,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,80,NA,NA
Rural,DELHI,NORTH,NARELA,HAREVALI,NA,NA,3,1/33/001/000003/000048/003,Village Harevali Khokkar ki Johadi Two,Ganga Basin,Yamuna Middle,Ponds,NA,11/16min(2-12),28.837222,77.015000,Others,Panchayat,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2013,100000,No,NA,NA,NA,NA,NA,NA,0,1,4000,3500,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,HIRAN KUDNA,NA,NA,7,1/33/007/000020/000282/007,Hanuman Mandir,NA,NA,Ponds,NA,56/2,28.668333,77.007222,DPAP,Other Govt.Agency,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.65,4,3500,2600,Upto 3/4,Usually filled up,NA,1,1000,No,NA,NA,No,No,NA,NA,Religious,Other
Rural,DELHI,WEST,PUNJABI BAGH,BAKAR WALA,NA,NA,2,1/33/007/000020/000280/002,Near sai Mandir Water Pound,NA,NA,Ponds,NA,10-10-2002,28.665833,77.009444,DPAP,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.126,4,7000,2000,Upto 1/2,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,SHAFIPUR RANHOLA,NA,NA,3,1/33/007/000020/000286/003,near talab park chhat ghat,NA,NA,Ponds,NA,59,28.663889,77.051111,Others,Other Govt.Agency,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,1.146,0,20,2,Nil/Negligible filled up,Never filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,TIKRI KALAN,NA,NA,8,1/33/007/000020/000287/008,Old Choupal ,NA,NA,Ponds,NA,225 & 226,28.683611,76.971111,DPAP,Other Govt.Agency,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,10,2,Nil/Negligible filled up,Never filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH EAST,KARAWAL NAGAR,JEEVANPUR/JOHRIPUR,NA,NA,2,1/33/002/000004/000080/002,NA,NA,NA,Others,BUILT UP AREA,NA,28.717500,77.281389,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,DWARKA,POCHANPUR,NA,NA,4,1/33/005/000013/000176/004,Near mahila park,Ganga Basin,Yamuna Middle,Others,Mahila park exist,34,28.562778,77.049167,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUH WEST,KAPAS HERA,REWLA KHANPUR,NA,NA,1,1/33/005/000014/000204/001,Near khatta (garbage house) ,Ganga Basin,Yamuna Middle,Ponds,NA,81,28.565278,76.978333,Others,Panchayat,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,2400,2400,Nil/Negligible filled up,Filled up every year,0,1,2000,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH EAST,KARAWAL NAGAR,BIHARI PUR,NA,NA,1,1/33/002/000004/000072/001,NA,NA,NA,Others,BUILT UP AREA,NA,28.712500,77.260556,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,KAPAS HERA,RAWTA,NA,NA,2,1/33/005/000014/000203/002,near phirni road ,Ganga Basin,Yamuna Middle,Ponds,NA,75/36/1 (4-15),28.522778,76.905000,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,5000,5000,Nil/Negligible filled up,Filled up every year,0,1,500,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,MUNDKA,NA,NA,7,1/33/007/000020/000283/007,Mundka Near Aashram,NA,NA,Ponds,NA,Kh. No. 163,28.680556,77.009167,DPAP,Other Govt.Agency,Yes,Religious,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,20,5,Upto 1/4,Filled up every year,1,1,1000,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH EAST,YAMUNA VIHAR,GOKAL PUR,NA,NA,1,1/33/002/000005/000084/001,NA,NA,NA,Others,BUILT UP AREA,NA,28.702778,77.291389,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH EAST,YAMUNA VIHAR,KHANPUR DHANI,NA,NA,1,1/33/002/000005/000083/001,NA,NA,NA,Others,BUILT UP AREA,NA,28.710556,77.281667,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,KAPAS HERA,GHUMAN HERA,NA,NA,4,1/33/005/000014/000191/004,NA,Ganga Basin,Yamuna Middle,Ponds,NA,102 (16-15),28.535556,76.918889,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,4500,4500,Nil/Negligible filled up,Filled up every year,0,1,500,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,KAPAS HERA,DEORALA,NA,NA,1,1/33/005/000014/000189/001,near baba sayyed ,Ganga Basin,Yamuna Middle,Ponds,NA,45 (07-05),28.510000,76.885278,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,6580,6580,Nil/Negligible filled up,Filled up every year,0,1,200,Not Known,NA,NA,No,No,NA,NA,NA,NA
